title,article,alinea,revisto,validado,law_description,topico,referencia,referencia_incm
 RESTITUIÇÃO E RETENÇÃO, 21,5, , Bruno Vidal,"5. As quotas pagas por subscritores cuja aposentação venha a efectivar-se pela administração ultramarina ficam retidas, para os fins 
previstos no artigo 19.º e no n.º 7 do artigo 63.º, em poder da Caixa ou dos serviços que as arrecadaram. ",[' Ultramarina'],"[' 19', ' 63.7']",
 ELIMINAÇÃO DO SUBSCRITOR, 22,1, , Bruno Vidal,"1. Será eliminado o subscritor que, a título definitivo, cesse o exercício do seu cargo, salvo se for investido noutro a que 
corresponda igualmente direito de inscrição. ","[' Cessação de Funções', ' Direito de Inscrição']",[''],
 ELIMINAÇÃO DO SUBSCRITOR, 22,2, , Bruno Vidal,"2. O antigo subscritor será de novo inscrito se for readmitido em quaisquer funções públicas previstas nos artigos 1.º e 2.º e 
satisfizer ao disposto no artigo 4.º ",[' Inscrição'],"[' 1', ' 2', ' 4']",
 CADASTRO DO SUBSCRITOR, 23,1, , Bruno Vidal,"1. A Caixa manterá actualizado o cadastro de cada subscritor, dele fazendo constar as situações funcionais do interessado, a sua 
posição relativamente ao pagamento de quotas e o grau de desvalorização por acidentes de serviço ou factos equiparados. ","['Inscrição', ' Acidentes']",[''],
 CADASTRO DO SUBSCRITOR, 23,2, , Bruno Vidal,"2. Às resoluções proferidas no processo de cadastro é aplicável o disposto no n.º 3 do artigo 34.º, mas, se determinarem a não 
restituição de quotas ou a negação ou extinção da qualidade de subscritor, ficam sujeitas ao regime estabelecido na alínea a) do n.º 
1 e no n.º 2 do artigo 101.º e no artigo 102.º ","[' Inscrição, Restituição']","[' 34.3', ' 101.1', ' 101.2', ' 102']",
 TEMPO DO SUBSCRITOR, 24,1, , Bruno Vidal,"1. É contado oficiosamente para a aposentação todo o tempo de serviço prestado por subscritor da Caixa em qualquer das 
situações a que corresponda direito de inscrição. ","[' Tempo de Serviço, Inscrição']","[' 34.3', ' 101.1', ' 101.2', ' 102']",
 TEMPO DO SUBSCRITOR, 24,2, , Bruno Vidal,"2. Os contribuintes de outras entidades ou organismos cuja aposentação tenha passado a competir à Caixa são equiparados a 
subscritores desta para os efeitos do n.º 1. ",[''],[' 24.1(from)'],
 TEMPO DO SUBSCRITOR, 24,3, , Bruno Vidal,"3. Considera-se como prestado pelo subscritor no seu quadro de origem o serviço desempenhado em regime de comissão ou 
requisição previsto na lei, bem como o prestado nos quadros de organismos internacionais, nos termos de lei especial. ",[''],[' 24.1(from)'],
 TEMPO ACRESCIDO, 25,1, , Bruno Vidal,"É contado para efeitos de aposentação, por acréscimo ao tempo de subscritor:
a) O tempo de serviço que confira direito de aposentação pela administração ultramarina ou por esta contado para tal efeito;
b) O tempo de serviço prestado, em condições diversas das previstas no n.º 1 do artigo 1.º, e ainda que sem remuneração, às entidades abrangidas pelo 
disposto no mesmo número e, bem assim, o prestado, em qualquer situação, a organismos de coordenação económica;
c) A percentagem de aumento de tempo de serviço especialmente fixada por lei para funções que o subscritor exerça ou haja exercido, ou a mais elevada das 
percentagens que concorram, salvo se a lei expressamente permitir a sua acumulação;
d) O tempo de serviço, anterior à vigência do presente Estatuto, prestado no domínio de lei que o mandava contar para a aposentação. ","[' Tempo de Serviço, Ultramarina']",[' 1'],
 CONTAGEM DO TEMPO DE SERVIÇO MILITAR OBRIGATÓRIO , 25A,1, , Bruno Vidal,"1. O tempo de serviço militar obrigatório e as correspondentes bonificações dos subscritores da Caixa Geral de Aposentações, I. P., 
apurados em processo de contagem prévia de tempo de serviço ou no âmbito da instrução de processo de atribuição de pensão de 
aposentação ou reforma ou de pensão de sobrevivência cujo despacho seja proferido a partir de 1 de janeiro de 2018 são contados 
sem encargos para o subscritor. ","[' Serviço Militar, Tempo de Serviço']",[' 1'],
 CONTAGEM DO TEMPO DE SERVIÇO MILITAR OBRIGATÓRIO , 25A,2, , Bruno Vidal,"2. O disposto no número anterior não é aplicável às situações de passagem à aposentação ou reforma com efeitos reportados a 
data anterior a 1 de janeiro de 2018, nem ao tempo de serviço militar e correspondentes bonificações que tenha sido objeto de
despacho de contagem anterior àquela data, independentemente da situação da dívida de quotas nele fixada. ",[''],[' 25a.1(from)'],
 CONTAGEM DO TEMPO DE SERVIÇO MILITAR OBRIGATÓRIO , 25A,3, , Bruno Vidal,"3. As bonificações abrangidas pelo disposto no n.º 1 são apenas as relacionadas com as condições especiais da prestação do serviço 
militar obrigatório, com exclusão de quaisquer outras, nomeadamente das atribuídas por estatuto profissional do subscritor. ",[''],[' 25a.1(from)'],
 CONTAGEM DO TEMPO DE SERVIÇO MILITAR OBRIGATÓRIO , 25A,4, , Bruno Vidal,"4. O tempo contado nos termos do presente artigo não releva para apuramento da remuneração de referência a considerar no 
cálculo da pensão dos subscritores inscritos na CGA a partir de 1 de setembro de 1993 a que seja aplicável o regime de cálculo da 
segurança social. ",[' Tempo de Serviço'],[''],
 CONTAGEM DO TEMPO DE SERVIÇO MILITAR OBRIGATÓRIO , 25A,5, , Bruno Vidal,"5. A contagem do serviço militar obrigatório e das correspondentes bonificações de antigos combatentes continua a regular-se pela 
legislação que lhes é especificamente aplicável. ","[' Tempo de Serviço, Serviço Militar']",[''],
 TEMPO SEM SERVIÇO E TEMPO PARCIAL, 26,1, , Bruno Vidal,"1. Contar-se-á por inteiro, para eleitos de aposentação, nos termos dos artigos anteriores, ainda que, no todo ou em parte, não 
corresponda a efectiva prestação de serviço:
a) O tempo em razão do qual é atribuída remuneração, total ou parcial, ou subsidio de tratamento, ou é autorizada, em 
consequência de decisão administrativa ou judicial, reparação de qualquer montante;
b) O tempo decorrido em situação que a lei equipare à de exercício do cargo ou mande contar para a aposentação. ",[' Tempo de Serviço'],"[' 24', ' 25', ' 25a']",
 TEMPO SEM SERVIÇO E TEMPO PARCIAL, 26,2, , Bruno Vidal,"2. No caso de exercício de cargo em regime de tempo parcial, será este convertido em tempo completo através da soma das 
respetivas fracções.",[' Tempo Parcial'],[''],
 TEMPO NÃO CONTÁVEL, 27,1, , Bruno Vidal,"Não será contado o tempo que a lei especialmente declare não se considerar como tempo de serviço para efeito algum ou para o 
de aposentação. ",[' Tempo Parcial'],[''],
 PAGAMENTO DE QUOTAS COMO CONDIÇÃO DE CONTAGEM DE TEMPO, 28,1, , Bruno Vidal,"1. Será contado apenas o tempo de serviço em relação ao qual tenham sido ou venham a ser pagas as quotas correspondentes, 
sem prejuízo do disposto nos artigos 14.º e 15.º e no n.º 2 do artigo 141.º ","[' Tempo Parcial, Quota']","[' 14', ' 15', ' 141.2']",
 PAGAMENTO DE QUOTAS COMO CONDIÇÃO DE CONTAGEM DE TEMPO, 28,2, , Bruno Vidal,"2. O pagamento de quotas não confere, por si só, o direito à contagem do respetivo período de tempo.","[' Tempo Parcial, Quota']",[' 28.1(from)'],
 PEDIDO DE CONTAGEM, 29,1, , Bruno Vidal,"1. A contagem do tempo acrescido, pelo qual não se mostrem pagas as correspondentes quotas, depende de requerimento do 
subscritor. ","[' Tempo de Serviço, Quota']",[''],
 PEDIDO DE CONTAGEM, 29,2, , Bruno Vidal,"2. O requerimento implica o pedido de pagamento das quotas e será acompanhado da documentação necessária à contagem, 
aplicando-se à prova complementar o disposto no n.º 3 do artigo 86.º ","[' Tempo de Serviço, Quota']",[' 86.3'],
 PEDIDO DE CONTAGEM, 29,3, , Bruno Vidal,3. A junção de prova de tempo de serviço considerar-se-á como requerimento da respetiva contagem.,[' Tempo de Serviço'],[''],
 RESTRIÇÃO DA CONTAGEM, 30,1, , Bruno Vidal,"O pedido a que se refere o artigo anterior entende-se limitado ao tempo de serviço necessário para perfazer, no momento, o 
máximo relevante para a aposentação e pode o requerente restringi-lo a uma parcela determinada ou à que venha a julgar-se 
suficiente para preencher o tempo mínimo para a mesma aposentação. ",[' Tempo de Serviço'],[' 29 (from)'],
 ACUMULAÇÃO DE CARGOS, 31,1, , Bruno Vidal,"O tempo de serviço prestado simultâneamente em dois ou mais cargos ou situações não é contado cumulativamente, sem prejuízo 
da contagem de frações não sobrepostas de tempo parcial.","[' Tempo de Serviço, Tempo Parcial, Acumulação de Cargos']",[' 29 (from)'],
 MANUTENÇÃO DO DIREITO À CONTAGEM, 32,1, , Bruno Vidal,"1. O tempo que os subscritores da CGA, I. P., se encontrem na situação de redução ou suspensão do contrato de trabalho, por 
terem celebrado acordo de pré-reforma com as respetivas entidades empregadoras, não sendo titulares de contrato de trabalho 
em funções públicas, releva para a aposentação nos termos em que tal relevância é estabelecida no regime geral de segurança 
social. ","[' Tempo de Serviço, Pré-reforma']",['']," DECRETO REGULAMENTAR N.º 2/2019, DE 5 DE FEVEREIRO; LEI N.º 35/2014, DE 20 DE JUNHO"
 MANUTENÇÃO DO DIREITO À CONTAGEM, 32,2, , Bruno Vidal,"2. A contagem do tempo referido no número anterior pressupõe que, enquanto durar a situação nele prevista, o subscritor e a 
entidade empregadora mantenham o pagamento de contribuições à CGA, I. P., calculadas à taxa normal com base no valor 
atualizado da remuneração relevante para aposentação que serviu de base ao cálculo da prestação de pré-reforma. ",['Contribuição'],[' 32.1(from)']," DECRETO REGULAMENTAR N.º 2/2019, DE 5 DE FEVEREIRO; 
LEI N.º 35/2014, DE 20 DE JUNHO"
 MANUTENÇÃO DO DIREITO À CONTAGEM, 32,3, , Bruno Vidal,"3. A relevância para aposentação de período anterior à data em que o subscritor completa 55 anos de idade está limitada aos casos 
em que a responsabilidade pelo encargo com a parcela da pensão relativa a esse período não pertence à CGA, I. P.. ",[' Tempo de Serviço'],[' 32.1(from)']," DECRETO REGULAMENTAR N.º 2/2019, DE 5 DE FEVEREIRO; LEI N.º 35/2014, DE 20 DE JUNHO"
 MANUTENÇÃO DO DIREITO À CONTAGEM, 32,4, , Bruno Vidal,"4. A cessação definitiva de funções, mesmo que imposta com fundamento em infração penal ou disciplinar, não determina a perda 
do direito à contagem do tempo de serviço anterior.","[' Cessação de Funções', ' Infração']",['']," DECRETO REGULAMENTAR N.º 2/2019, DE 5 DE FEVEREIRO; LEI N.º 35/2014, DE 20 DE JUNHO"
 MANUTENÇÃO DO DIREITO À CONTAGEM, 32,5, , Bruno Vidal,"5. A amnistia e a anulação ou revogação de pena expulsiva, em consequência de recurso ou revisão, implicam a contagem do 
tempo de serviço anterior à execução da pena, bem como do tempo posterior relativamente ao qual seja reconhecido o direito à 
reparação de remunerações. ","[' Cessação de Funções', ' Amnistia', ' Anulação', ' Revogação da Resolução']",['']," DECRETO REGULAMENTAR N.º 2/2019, DE 5 DE FEVEREIRO;
LEI N.º 35/2014, DE 20 DE JUNHO"
 LIMITES DA CONTAGEM, 33,1, , Bruno Vidal,1. Na contagem final do tempo de serviço para a aposentação considerar-se-ão apenas os anos e os meses completos de serviço. ,[' Tempo de Serviço'],[''],
 LIMITES DA CONTAGEM, 33,2, , Bruno Vidal,"2. Para os efeitos do n.º 1 contar-se-á o tempo decorrido até à data em que se verificar:
a) Qualquer dos factos previstos nos n.os 1 e 2 do artigo 43.º;
b) A cessação de funções, quer esta seja definitiva, quer resulte de passagem à licença ilimitada ou a outra situação sem direito a 
remuneração, quando ocorra anteriormente a qualquer dos factos a que se refere a alínea a);
c) O termo do subsídio legal de tratamento, percebido posteriormente aos mesmos factos. ",[''],"[' 33.1(from)', ' 43.1', ' 43.2']",
 LIMITES DA CONTAGEM, 33,3, , Bruno Vidal,"3. O disposto na alínea b) do número anterior não prejudica a contagem, nos termos do artigo 25.º, do tempo de serviço prestado 
após a cessação de funções, desde que esta não tenha implicado a eliminação do subscritor. ",[''],"[' 33.2 b) from)', ' 25(from)']",
 LIMITES DA CONTAGEM, 33,4, , Bruno Vidal,"4. Quando o tempo susceptível de contagem exceder o máximo relevante para a aposentação, devem ser considerados, para 
quaisquer efeitos, somente os anos de serviço mais recentes, até perfazerem aquele máximo.",[' Tempo de Serviço'],[''],
 PROCESSO DE CONTAGEM, 34,1, , Bruno Vidal,"1. A contagem de tempo de serviço, para efeitos de inscrição ou de aposentação, pode ser requerida pelo interessado:
a) Em processo de contagem prévia, até ser instaurado o processo de aposentação;
b) No processo de aposentação, até neste ser proferida a resolução final a que se refere o n.º 1 do artigo 97.º ","[' Tempo de Serviço, Inscrição']",[' 97.1'],
 PROCESSO DE CONTAGEM, 34,2, , Bruno Vidal,"2. A CGA, I. P., pode efetuar oficiosamente contagens prévias do tempo de serviço a que se refere o artigo 24.º ",['Tempo de Serviço'],[' 24(from)'],
 PROCESSO DE CONTAGEM, 34,3, , Bruno Vidal,"3. As resoluções tomadas em processo de contagem prévia pela Caixa são preparatórias da resolução final prevista no n.º 1 do 
artigo 97.º, podendo nesta última, ou antes dela, mediante novas decisões das entidades que a proferiram, ser revistas nos termos 
da alínea a) do n.º 1 do artigo 101.º, revogadas ou reformadas com base em ilegalidade ou modificação da lei. ",[' Tempo de Serviço'],"[' 97.1', ' 101.1 a)']",
 FUNDAMENTO DO DIREITO DE APOSENTAÇÃO, 35,1, , Bruno Vidal,"O direito de aposentação depende da qualidade de subscritor, sem prejuízo do disposto no artigo 40.º ",[' Direito de Aposentação'],[' 40'],
 FORMAS DE APOSENTAÇÃO , 36,1, , Bruno Vidal,1. A aposentação pode ser voluntária ou obrigatória.,[' Direito de Aposentação'],[' 40'],
 FORMAS DE APOSENTAÇÃO , 36,2, , Bruno Vidal,"2. A aposentação é voluntária quando tem lugar a requerimento do subscritor, nos casos em que a lei a faculta; é obrigatória 
quando resulta de simples determinação da lei ou de imposição da autoridade competente. ","[' Aposentação Voluntária, Aposentação Obrigatória']",[' 36.1 (from)'],
 CONDIÇÕES DE APOSENTAÇÃO , 37,1, , Bruno Vidal,"1. A aposentação pode verificar-se, independentemente de qualquer outro requisito, quando o​ subscritor contar 15 anos de serviço 
e a idade normal de acesso à pensão de velhice que​ sucessivamente estiver estabelecida no regime geral de segurança social.​",[' Direito de Aposentação'],[''],
 CONDIÇÕES DE APOSENTAÇÃO , 37,2, , Bruno Vidal,"2. A aposentação pode ainda verificar-se quando o subscritor atingir a idade pessoal de acesso à pensão de velhice, sendo esta a
que resulta da redução, por relação à idade normal de acesso à pensão de velhice em vigor, de quatro meses por cada ano civil que 
exceda os 40 anos de serviço efetivo à data da aposentação, não podendo a redução resultar no acesso à pensão antes dos 60 anos 
de idade.",[' Direito de Aposentação'],[''],
 CONDIÇÕES DE APOSENTAÇÃO , 37,3, , Bruno Vidal,"3. Há ainda lugar a aposentação quando o subscritor, tendo, pelo menos, cinco anos de serviço: a) Seja declarado, em exame 
médico, absoluta e permanentemente incapaz para o exercício das suas funções; b) Atinja o limite de idade legalmente fixado para
o exercício das suas funções; c) Seja punido com pena expulsiva de natureza disciplinar ou, por condenação penal definitiva, 
demitido ou colocado em situação equivalente, sem prejuízo do disposto nos n.os 2 e 3 do artigo 40º.","['Direito de Aposentação, Exame Médico, Penas']","[' 40.2', ' 40.31']",
 CONDIÇÕES DE APOSENTAÇÃO , 37,4, , Andreia Chrystêllo,"4. O Governo poderá fixar, em diploma especial, limites de idade e de tempo de serviço inferiores aos referidos nos números 
anteriores, os quais prevalecerão sobre estes últimos.",[''],"[' 37.1 (from)', ' 37.2 (from)', '37.3 (from)']",
 CONDIÇÕES DE APOSENTAÇÃO , 37,5, , Andreia Chrystêllo,"5. O tempo de inscrição nas instituições de previdência referidas no n.º 2 do artigo 4.º, quer anterior, quer posterior ao tempo de
inscrição na Caixa, conta-se também para o efeito de se considerar completado o prazo de garantia que resultar do disposto nos 
n.os 3 e 4.",[''],"[' 4.2 (from)', ' 37.3(from)', ' 37.4(from)']",
 APOSENTAÇÃO ANTECIPADA, 37A,1, , Andreia Chrystêllo,"1. Podem requerer a aposentação antecipada, independentemente de submissão a junta médica e sem prejuízo da aplicação do 
regime de pensão unificada, os subscritores que tenham, pelo menos, 60 anos de idade e que, enquanto tiverem essa idade, 
tenham completado, pelo menos, 40 anos de exercício efetivo de funções.","['Tempo de Serviço, Aposentação Antecipada']","['Acórdão do Tribunal Constitucional n.º 360/2003', ' publicado no Diário da República', ' 1.ª série', ' de 7 de outubro de 2003 (declara a \ninconstitucionalidade', ' com força obrigatória geral', ' das normas constantes dos n.os 1 a 8 do artigo 9.º da Lei n.º 32-B/2002', ' de 30 de \ndezembro', ' por violação do direito das associações sindicais à participação na elaboração da legislação do trabalho', ' previsto na alínea a) do n.º 2 \ndo artigo 56.º da Constituição). A declaração de inconstitucionalidade determinou o aditamento do artigo 37.º-A.']"," DECRETO-LEI N.º 361/98, DE 18 DE NOVEMBRO (CONSOLIDADO). ACÓRDÃO DO TRIBUNAL CONSTITUCIONAL 
N.º 360/2003, PUBLICADO NO DIÁRIO DA REPÚBLICA, 1.ª SÉRIE, DE 7 DE OUTUBRO DE 2003"
 APOSENTAÇÃO ANTECIPADA, 37A,2, , Andreia Chrystêllo,"2. O valor da pensão de aposentação antecipada prevista no número anterior é calculado nos termos gerais e reduzido pela 
aplicação de um fator de redução determinado pela fórmula 1 - x, em que x é igual à taxa de redução do valor da pensão.","['Cálculo de Pensão', ' Aposentação Antecipada']",[' 37A.1 (from);'],
 APOSENTAÇÃO ANTECIPADA, 37A,3, , Andreia Chrystêllo,"3. A taxa global de redução é o produto do número de meses de antecipação em relação à idade normal de acesso à pensão de 
velhice que sucessivamente estiver estabelecida no sistema previdencial do regime geral de segurança social ou à idade pessoal de 
acesso à pensão de velhice pela taxa mensal de 0,5 %.",[''],[' 37A.2 (from)']," LEI N.º 110/2009, DE 16 DE SETEMBRO (CONSOLIDADA) "
 APOSENTAÇÃO ANTECIPADA, 37A,4, , Andreia Chrystêllo,4. (Revogado),[''],[''],
 APOSENTAÇÃO ANTECIPADA, 37A,5, , Andreia Chrystêllo,5. Às pensões atribuídas ao abrigo do n.º 1 não é aplicado o fator de sustentabilidade.,['Sustentabilidade'],[' 37A.1 (from)'],
 APOSENTAÇÃO POR CARREIRA LONGA, 37B,1, , Andreia Chrystêllo,"1. Podem requerer a aposentação, independentemente de submissão a junta médica e sem prejuízo da aplicação do regime da 
pensão unificada, os subscritores da CGA com, pelo menos, 60 anos de idade e que: a) Tendo sido inscritos na CGA ou no regime
geral de segurança social em idade igual ou inferior a 16 anos, tenham, pelo menos, 46 anos de serviço; b) Independentemente do 
momento em que tenham sido inscritos na CGA ou no regime geral de segurança social, tenham, pelo menos, 48 anos de serviço.",['Carreira Longa'],['']," DECRETOS-LEIS N.ºS 3/2017 E  4/2017, DE 6 DE JANEIRO"
 APOSENTAÇÃO POR CARREIRA LONGA, 37B,2, , Andreia Chrystêllo,"2. Para efeitos do disposto no número anterior, releva apenas o tempo de exercício efetivo de funções.",['Tempo de serviço'],[' 37B.1 (from)']," DECRETOS-LEIS N.ºS 3/2017 E  4/2017, DE 6 DE JANEIRO"
 APOSENTAÇÃO POR CARREIRA LONGA, 37B,3, , Andreia Chrystêllo,"3. O valor da pensão de aposentação atribuída ao abrigo do n.º 1 é calculado nos termos gerais, sem redução por aplicação do fator 
de sustentabilidade ou de penalizações por antecipação relativamente à idade normal de acesso à pensão de velhice.","['Cálculo de Pensão', ' Sustentabilidade', ' Carreira Longa']",[' 37B.1 (from)']," DECRETOS-LEIS N.ºS 3/2017 E  4/2017, DE 6 DE JANEIRO"
 APOSENTAÇÃO POR CARREIRA LONGA, 37B,4, , Andreia Chrystêllo,"4. A modalidade de aposentação por carreira longa prevista no presente artigo não é aplicável aos subscritores da CGA que 
beneficiam de regimes especiais em matéria de condições de aposentação ou reforma ou em matéria de regras de cálculo ou 
atualização da pensão, nomeadamente os profissionais abrangidos pelos Decretos-Leis n.os 3/2017 e 4/2017, de 6 de janeiro, os 
magistrados e os embaixadores e ministros plenipotenciários.",['Carreira Longa'],"['37B.1 (from)', ' 37B.2 (from)', ' 37B.3 (from)']"," DECRETOS-LEIS N.ºS 3/2017 E  4/2017, DE 6 DE JANEIRO"
 TRATAMENTO MAIS FAVORÁVEL, 38A,1, , Andreia Chrystêllo,"1. Nos casos em que o subscritor reúne as condições de duas ou mais modalidades de aposentação, a Caixa Geral de Aposentações 
atribui obrigatoriamente a pensão de valor mais elevado, aplicando no futuro as regras próprias dessa modalidade para todos os 
efeitos, sem possibilidade de alteração.","[' Direito de Aposentação, Cálculo de Pensão']",[''],
 TRATAMENTO MAIS FAVORÁVEL, 38A,2, , Andreia Chrystêllo,"2. Se o subscritor pertencer a categoria profissional abrangida por regime especial em matéria de condições de aposentação ou 
reforma ou em matéria de regras de cálculo ou atualização da pensão, apenas pode aposentar-se por uma das modalidades do 
Estatuto da Aposentação se, não querendo ou não podendo beneficiar das regras próprias do seu estatuto, renunciar expressa e 
definitivamente ao regime especial, para todos os efeitos, antes de a pensão ser atribuída.",['Tratamento mais favorável '],['38A.1'],
 TRATAMENTO MAIS FAVORÁVEL, 38A,3, , Andreia Chrystêllo,"3. Nenhum subscritor pode beneficiar da aplicação cruzada de regras ou parâmetros, nomeadamente idade e tempo de serviço, de 
mais do que uma modalidade, geral ou especial.","['Tratamento mais favorável', ' Casos de Impedimento']",[' 38A.2'],
 APOSENTAÇÃO VOLUNTÁRIA, 39,1, , Andreia Chrystêllo,"1. A aposentação depende necessariamente de requerimento do interessado nos casos previstos nos n.os 1 e 2 do artigo 37.º e nos 
artigos 37.º-A, 37.º-B e 40.º",['Aposentação Voluntária'],"['37.1', ' 37.2', ' 37A', ' 37B', ' 40']",
 APOSENTAÇÃO VOLUNTÁRIA, 39,2, , Andreia Chrystêllo,2. A aposentação pode ser requerida pelo subscritor nas hipóteses previstas na alínea a) do n.º 3 do artigo 37.º,['Aposentação Voluntária'],[' 37.3 (from)'],
 APOSENTAÇÃO VOLUNTÁRIA, 39,3, , Andreia Chrystêllo,"3. No caso do n.º 1 do presente artigo, o requerimento de aposentação não terá seguimento sem o prévio pagamento das quotas 
correspondentes ao tempo mínimo de 5 anos de serviço, quando este for indispensável para a aposentação.","['Quota', ' Aposentação Voluntária']",['39.1(from)'],
 APOSENTAÇÃO VOLUNTÁRIA, 39,4, , Andreia Chrystêllo,"4. O pedido de aposentação pode ser apresentado com a antecedência máxima de três meses em relação à data em que o 
interessado reúna todos os requisitos para a aposentação.","['Aposentação Voluntária', ' Antecedência']",[' '],
 APOSENTAÇÃO VOLUNTÁRIA, 39,5, , Andreia Chrystêllo,"5. O requerente pode indicar, no pedido de aposentação, uma data posterior a considerar pela CGA para os efeitos do n.º 1 do 
artigo 43.º, sendo tal indicação obrigatória nos pedidos apresentados nos termos do número anterior.","['Pedido', ' Aposentação Voluntária']","['43.1 (from)', ' 39.4']",
 APOSENTAÇÃO VOLUNTÁRIA, 39,6, , Andreia Chrystêllo,"6. O requerente não pode desistir do pedido de aposentação depois de proferido despacho a reconhecer o direito a aposentação 
voluntária que não dependa de incapacidade, ou de verificados os factos a que se refere o n.º 2 do artigo 43.º","['Aposentação Voluntária', ' Pedido']",['43.2 (from)'],
 APOSENTAÇÃO DE ANTIGO SUBSCRITOR, 40,1, , Andreia Chrystêllo,"1. A eliminação da qualidade de subscritor não extingue o direito de requerer a aposentação nos seguintes casos: a) Previstos nos 
n.os 1 e 2 e nas alíneas a) e b) do n.º 3 do artigo 37.º, quando a cessação definitiva de funções ocorra após cinco anos de serviço; b) 
Previstos nos artigos 37.º-A e 37.º-B, quando a cessação definitiva de funções ocorra após cinco anos de subscritor e, 
cumulativamente, este não reúna as condições de acesso a pensão atribuída por outro regime de proteção social de inscrição 
obrigatória.","['Demissão, Direito de Aposentação']","[' 37.1 (from)', ' 37.2 (from)', ' 37.3 (from)', ' 37A (from)', ' 37B (from)']",
 APOSENTAÇÃO DE ANTIGO SUBSCRITOR, 40,2, , Andreia Chrystêllo,"2. Quando a eliminação da qualidade de subscritor tiver resultado de demissão, mesmo com expresso fundamento em infração 
penal ou disciplinar, a aposentação só poderá ser concedida, a requerimento do interessado, dois anos após a aplicação da pena 
desde que ele conte, pelo menos, 5 anos de serviço e observada uma das seguintes condições: a) Seja declarado, em exame 
médico, absoluta e permanentemente incapaz; b) Tenha atingido o limite de idade.","['Demissão, Direito de Aposentação, Incapacidade, Limite de Idade']",[' '],
 APOSENTAÇÃO DE ANTIGO SUBSCRITOR, 40,3, , Andreia Chrystêllo,"3. Se, porém, a eliminação for consequência de infração penal pela qual o ex-subscritor seja condenado a pena superior a dois 
anos, a concessão da pensão de aposentação apenas poderá ter lugar findo o cumprimento da pena, se contar 5 anos de serviço e
nos termos das alíneas a) ou b) do número anterior.","['Direito de Aposentação, Infração , Penas']",[' 40.2 (from)'],
 APOSENTAÇÃO OBRIGATÓRIA POR INCAPACIDADE OU POR , 41,1, , Andreia Chrystêllo,"1. Nos casos da alínea a) do n.º 3 do artigo 37.º, a aposentação ordinária pode também ser promovida pelo competente órgão 
superior da Administração Pública, mediante apresentação do subscritor a exame médico.","['Aposentação obrigatória, Incapacidade', ' Exame Médico, Situação Clínica']",['37.3(from) '],LIMITE DE IDADE
 APOSENTAÇÃO OBRIGATÓRIA POR INCAPACIDADE OU POR , 41,2, , Andreia Chrystêllo,"2. A aposentação por limite de idade, a que se refere a alínea b) do n.º 3 do artigo 37.º, é promovida pelo serviço a que o subscritor 
estiver adstrito.",['Limite de idade'],['37.3(from)'],LIMITE DE IDADE
 APOSENTAÇÃO COMPULSIVA, 42,1, , Andreia Chrystêllo,"1. A aposentação compulsiva é aplicada por decisão da autoridade competente, pelas infrações disciplinares previstas na lei, ou por 
deliberação do Conselho de Ministros, nos casos permitidos em lei especial.","['Aposentação Compulsiva, Infração ']",[''],
 APOSENTAÇÃO COMPULSIVA, 42,2, , Andreia Chrystêllo,"2. A aplicação desta pena só terá lugar quando a Caixa informe que o subscritor reúne o pressuposto do tempo de serviço exigível, 
nos termos do artigo 37.º, para a aposentação ordinária.","['Aposentação Compulsiva, Penas']",['37 (from)'],
 REGIME DA APOSENTAÇÃO, 43,1, , Andreia Chrystêllo,"1. O regime da aposentação voluntária que não dependa de verificação de incapacidade fixa-se com base na lei em vigor à data em 
que seja recebido o pedido de aposentação pela CGA, sem prejuízo do disposto no n.º 7 do artigo 39.º, e na situação existente à 
data em que o mesmo seja despachado.","['Aposentação Voluntária, Incapacidade.']","['39.7 (from); Acórdão do Tribunal Constitucional n.º 134/2019', ' publicado no Diário da República', ' 1.ª série', ' de 3 de abril de 2019 (declara a \ninconstitucionalidade', ' com força obrigatória geral', ' da norma do segmento do artigo 43.º', ' n.º 1', ' do Estatuto da Aposentação', ' na redação dada pela Lei n.º 66-\nB/2012', ' de 31 de dezembro', ' que determina que a aposentação voluntária se rege pela lei em vigor no momento em que for proferido o despacho a \nreconhecer o direito à aposentação); artigo 282.º', ' «Efeitos da declaração de inconstitucionalidade ou de ilegalidade»', ' da Constituição da República.']"," ACÓRDÃO DO TRIBUNAL CONSTITUCIONAL N.º 134/2019, PUBLICADO 
NO DIÁRIO DA REPÚBLICA, 1.ª SÉRIE, DE 3 DE ABRIL DE 2019."
 REGIME DA APOSENTAÇÃO, 43,2, , Andreia Chrystêllo,"2. Nas restantes situações, o regime da aposentação fixa-se com base na lei em vigor e na situação existente à data em que: a) Seja
declarada a incapacidade pela competente junta médica ou homologado o parecer desta, quando a lei especial o exija; b) O 
interessado atinja o limite de idade; c) Se profira decisão que imponha pena expulsiva ou se prefira condenação penal definitiva da 
qual resulta a demissão ou que coloque o interessado em situação equivalente.","['Carreira Longa, Reforma Antecipada, Aposentação Compulsiva', ' Incapacidade', ' Situação Clínica']",[''],
 REGIME DA APOSENTAÇÃO, 43,3, , Andreia Chrystêllo,"3. O disposto no n.º 1 não prejudica os efeitos que a lei atribua, em matéria de aposentação, a situações anteriores.",[' Regime'],['43.1(from)'],
